,area,com_client,comment,goods_name,score,times,user_grade,user_id
381,广东,来自京东Android客户端,很实惠，澳洲的红酒喝得很不错。满意,西拉-红,grade-star g-star5,2016-09-01 11:48,金牌会员,t***8
382,,来自京东iPhone客户端,正品,加本力苏维翁,grade-star g-star5,2016-08-08 14:14,铜牌会员,j***7
383,北京,来自京东iPhone客户端,红酒就买这个牌子了 在家没事的时候喝喝或者吃饭时引用 都足够了,西拉-红,grade-star g-star5,2016-08-30 23:24,钻石会员,j***5
384,北京,来自京东iPhone客户端,红酒就买这个牌子了 在家没事的时候喝喝或者吃饭时引用 都足够了,梅洛-红,grade-star g-star5,2016-08-30 23:24,钻石会员,j***5
385,北京,来自京东iPhone客户端,红酒就买这个牌子了 在家没事的时候喝喝或者吃饭时引用 都足够了,起泡葡萄酒,grade-star g-star5,2016-08-30 23:24,钻石会员,j***5
386,北京,来自京东iPhone客户端,红酒就买这个牌子了 在家没事的时候喝喝或者吃饭时引用 都足够了,桑格利亚,grade-star g-star5,2016-08-30 23:24,钻石会员,j***5
387,吉林,来自京东Android客户端,中午买，晚上送到，莫斯卡托的花香果香还是很好的。,幕斯卡白,grade-star g-star5,2016-09-03 12:20,钻石会员,j***o
388,广东,来自京东Android客户端,!!!!!f!f!@@@@@,加本力苏维翁,grade-star g-star5,2016-09-01 02:19,钻石会员,杨***S
389,浙江,来自京东Android客户端,东西不错，好喝有好看，会再次回购,幕斯卡桃红,grade-star g-star5,2016-08-28 10:36,银牌会员,d***g
390,,来自京东iPhone客户端,买了好多酒，一块来评价一下吧。,西拉-红,grade-star g-star5,2016-07-26 18:27,钻石会员,t***9
391,,来自京东iPhone客户端,自己在家里喝的酒，挺好的。,梅洛-红,grade-star g-star5,2016-07-26 18:27,钻石会员,t***9
392,广东,来自京东Android客户端,一如既往地好！,加本力苏维翁,grade-star g-star5,2016-08-18 19:15,钻石会员,C***7
393,,来自京东iPhone客户端,这个酒买过好多了，自己喝挺好的。,加本力梅洛-红,grade-star g-star5,2016-07-26 18:27,钻石会员,t***9
394,,来自京东iPhone客户端,好喝，买过很多了这个酒。,幕斯卡白,grade-star g-star5,2016-07-26 18:27,钻石会员,t***9
395,,来自京东Android客户端,很好！,加本力苏维翁,grade-star g-star5,2016-06-28 10:33,钻石会员,云***吻
396,,来自京东Android客户端,啊,起泡葡萄酒,grade-star g-star5,2016-08-31 15:20,银牌会员,木***z
397,,来自微信购物,喜欢这家的酒,西拉-红,grade-star g-star5,2016-08-24 14:14,银牌会员,d***i
398,,来自微信购物,味道棒棒的 喜欢这家,加本力苏维翁,grade-star g-star5,2016-08-24 14:18,银牌会员,d***i
399,,来自京东Android客户端,还可以。同事一起喝的。冰了一会儿。快递很给力！,西拉-红,grade-star g-star5,2016-09-02 10:36,铜牌会员,j***z
400,,来自京东Android客户端,感觉一般吧～买了几个朋友随便喝喝。也不懂酒。快递很快！1天到,梅洛-红,grade-star g-star5,2016-09-02 10:36,铜牌会员,j***z
401,山东,,口感不错，喝了不上头,梅洛-红,grade-star g-star5,2016-08-18 17:52,金牌会员,j***5
402,,来自京东Android客户端,口感好，浓郁.,梅洛-红,grade-star g-star5,2016-06-24 08:41,金牌会员,配***将
403,四川,来自京东Android客户端,还不错，我觉得还可以，京东自营无假货，，，，还不错，我觉得还可以，京东自营无假货，，，，,梅洛-红,grade-star g-star5,2016-08-30 21:19,钻石会员,j***e
404,四川,来自京东Android客户端,还不错，我觉得还可以，京东自营无假货，，，，还不错，我觉得还可以，京东自营无假货，，，，,加本力苏维翁,grade-star g-star5,2016-08-30 21:19,钻石会员,j***e
405,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
406,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
407,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
408,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
409,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
410,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
411,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
412,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
413,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
414,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
415,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
416,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
417,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
418,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
419,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
420,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
421,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
422,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
423,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
424,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
425,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
426,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
427,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
428,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
429,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
430,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
431,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
432,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
433,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
434,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
435,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
436,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
437,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
438,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
439,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
440,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
441,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
442,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
443,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
444,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
445,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
446,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
447,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
448,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
449,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
450,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
451,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
452,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
453,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
454,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
455,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
456,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
457,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
458,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
459,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
460,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
461,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
462,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
463,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
464,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
465,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
466,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
467,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
468,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
469,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
470,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
471,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
472,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
473,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
474,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
475,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
476,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
477,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
478,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
479,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
480,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
481,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
482,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
483,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
484,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
485,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
486,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
487,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
488,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
489,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
490,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
491,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
492,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
493,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
494,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
495,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
496,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
497,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
498,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
499,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
500,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
501,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
502,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
503,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
504,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
505,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
506,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
507,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
508,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
509,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
510,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
511,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
512,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
513,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
514,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
515,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
516,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
517,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
518,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
519,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
520,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
521,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
522,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
523,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
524,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
525,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
526,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
527,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
528,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
529,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
530,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
531,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
532,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
533,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
534,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
535,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
536,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
537,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
538,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
539,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
540,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
541,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
542,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
543,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
544,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
545,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
546,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
547,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
548,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
549,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
550,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
551,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
552,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
553,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
554,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
555,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
556,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
557,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
558,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
559,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
560,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
561,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
562,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
563,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
564,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
565,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
566,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
567,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
568,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
569,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
570,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
571,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
572,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
573,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
574,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
575,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
576,,来自京东iPhone客户端,好好好好好好好好好好好好好好好好,西拉-红,grade-star g-star5,2016-08-01 18:01,银牌会员,海***c
577,江苏,来自京东iPhone客户端,这个系列的酒性价比都很高,加本力梅洛-红,grade-star g-star5,2016-08-31 17:50,钻石会员,达***肥
578,江苏,来自京东iPhone客户端,不错,幕斯卡桃红,grade-star g-star5,2016-08-23 22:59,银牌会员,j***8
579,河北,来自京东iPhone客户端,经常喝性价比比较高,霞多丽白,grade-star g-star5,2016-09-04 09:57,钻石会员,c***7
580,江苏,来自京东Android客户端,公司用酒，还可以的，不错,西拉-红,grade-star g-star5,2016-08-23 18:47,钻石会员,c***6
581,,来自京东iPhone客户端,包装很给力，唯独就是灌装日期是2016年的，希望口感还是一样吧,加本力苏维翁,grade-star g-star5,2016-09-03 09:13,银牌会员,1***p
582,,来自京东Android客户端,很好,霞多丽白,grade-star g-star5,2016-09-04 03:04,铜牌会员,j***9
583,,来自京东iPhone客户端,Hhhhhhhhhhhhhhhhhhh,西拉-红,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
584,,来自京东iPhone客户端,Hhhhhhhhhhhhhhh,幕斯卡白,grade-star g-star5,2016-06-14 03:05,钻石会员,小***1
585,北京,,口味不错，可以继续购买。,西拉-红,grade-star g-star5,2016-08-20 10:10,金牌会员,x***l
