Customer_ID,Gender,Age,L_O_S,Tariff,Handset
K245260,0,47,45.866667,CAT 100,BS110
K245270,0,17,16.533333,CAT 100,BS110
K245280,0,23,54.1,CAT 100,BS110
K245290,0,40,55.5,CAT 100,BS110
K245300,0,62,13.8,CAT 100,BS110
K245310,0,39,28.333333,CAT 100,BS110
K245320,0,47,24.133333,CAT 100,BS110
K245330,0,18,35.833333,CAT 100,BS110
K245340,0,38,40.433333,CAT 100,BS110
K245350,0,15,22.7,CAT 100,BS110
K245360,0,42,17.3,CAT 100,BS110
K245370,0,36,53.533333,CAT 100,BS110
K245380,0,28,50.7,CAT 100,BS110
K245390,0,13,9.9,CAT 100,BS110
K245400,0,34,40.1,CAT 100,BS110
K245410,0,46,15.933333,CAT 100,BS110
K245420,0,38,51.666667,CAT 100,BS110
K245430,0,30,34.533333,CAT 100,BS110
K245440,0,32,10.733333,CAT 100,BS110
K245450,0,29,47.033333,CAT 100,BS110
K245460,0,22,15.866667,CAT 100,BS110
K245470,0,16,11.8,CAT 100,BS110
K245480,0,38,34.2,CAT 100,BS110
K245490,0,38,50.966667,CAT 100,BS110
K245500,0,59,26.166667,CAT 100,BS110
K245510,0,22,23.4,CAT 100,BS110
K245520,0,25,35.3,CAT 100,BS110
K245530,0,22,19.633333,CAT 100,BS110
K245540,0,33,48.366667,CAT 100,BS110
K245550,0,17,36.866667,CAT 100,BS110
K245560,0,41,27.966667,CAT 100,BS110
K245570,0,24,56.1,CAT 100,BS110
K245580,0,12,24.233333,CAT 100,BS110
K245590,0,14,49.2,CAT 100,BS110
K245600,0,12,43.533333,CAT 100,BS110
K245610,0,19,51.533333,CAT 100,BS110
K245620,0,30,32.233333,CAT 100,BS110
K245630,0,37,16.2,CAT 100,BS110
K245640,0,34,57.3,CAT 100,BS110
K245650,0,29,56.7,CAT 100,BS110
K245660,0,16,37.933333,CAT 100,BS110
K245670,0,49,40.9,CAT 100,BS110
K245680,0,16,32.233333,CAT 100,BS110
K245690,0,35,20.233333,CAT 100,BS110
K245700,0,12,36.433333,CAT 100,BS110
K245710,0,19,26.233333,CAT 100,BS110
K245720,0,16,55.533333,CAT 100,BS110
K245730,0,45,28.733333,CAT 100,BS110
K245740,0,29,36.066667,CAT 100,BS110
K245750,0,16,53.466667,CAT 100,BS110
K245760,0,30,22.1,CAT 100,BS110
K245770,0,41,53.533333,CAT 100,BS110
K245780,0,33,32.2,CAT 100,BS110
K245790,0,35,31.9,CAT 100,BS110
K245800,0,21,50,CAT 100,BS110
K245820,0,33,38.666667,CAT 100,BS110
K245830,0,45,27.1,CAT 100,BS110
K245840,0,30,23.466667,CAT 100,BS110
K245850,0,18,47.466667,CAT 100,BS110
K245860,0,14,17.166667,CAT 100,BS110
K245870,0,32,40.7,CAT 100,BS110
K245880,0,37,27.1,CAT 100,BS110
K245890,0,29,56.1,CAT 100,BS110
K245900,0,29,57.166667,CAT 100,BS110
K245910,0,32,31.066667,CAT 100,BS110
K245920,0,24,47.233333,CAT 100,BS110
K245930,0,25,36.066667,CAT 100,BS110
K245940,0,35,38.466667,CAT 100,BS110
K245950,0,36,57.933333,CAT 100,BS110
K245960,0,50,14.833333,CAT 100,BS110
K245970,0,24,11.533333,CAT 100,BS110
K245980,0,25,32.533333,CAT 100,BS110
K245990,0,18,16.933333,CAT 100,BS110
K246000,0,48,22.266667,CAT 100,BS110
K246010,0,27,31,CAT 100,BS110
K246020,0,35,41,CAT 100,BS110
K246030,0,17,50.366667,CAT 100,BS110
K246040,0,15,9.766667,CAT 100,BS110
K246050,0,15,16.3,CAT 100,BS110
K246060,0,51,23.066667,CAT 200,BS110
K246070,0,25,12.766667,CAT 200,BS110
K246080,0,45,35.266667,CAT 200,BS110
K246090,0,18,10.133333,CAT 200,BS110
K246100,0,36,52.9,CAT 200,BS110
K246110,0,42,51.733333,CAT 200,BS110
K246120,0,18,20.5,CAT 200,BS110
K246130,0,31,18.566667,CAT 200,BS110
K246140,0,31,42.666667,CAT 200,BS110
K246150,0,19,23.266667,CAT 200,BS110
K246160,0,32,47.566667,CAT 200,BS110
K246170,0,34,33.8,CAT 200,BS110
K246180,0,44,12.333333,CAT 200,BS110
K246190,0,33,25.566667,CAT 200,BS110
K246200,0,37,15.766667,CAT 200,BS110
K246210,0,36,25.5,CAT 200,BS110
K246220,0,37,36.166667,CAT 200,BS110
K246230,0,17,38.366667,CAT 200,BS110
K246240,0,12,24.833333,CAT 200,BS110
K246250,0,17,33.733333,CAT 200,BS110
K246260,0,40,45.4,CAT 200,BS110
K246270,0,12,32.666667,CAT 200,BS110
K246280,0,34,11.266667,CAT 200,BS110
K246290,0,15,40.5,CAT 200,BS110
K246300,0,42,11.133333,CAT 200,BS110
K246310,0,23,25.1,CAT 200,BS110
K246320,0,36,29.233333,CAT 200,BS110
K246330,0,48,17.133333,CAT 200,BS110
K246340,0,21,49.7,CAT 200,BS110
K246350,0,16,34.066667,CAT 200,BS110
K246360,0,24,26.033333,CAT 200,BS110
K246370,0,17,48.766667,CAT 200,BS110
K246380,0,23,45,CAT 200,BS110
K246390,0,26,51.833333,CAT 200,BS110
K246400,0,27,16.066667,CAT 200,BS110
K246410,0,19,44.4,CAT 200,BS110
K246420,0,47,49.666667,CAT 200,BS110
K246430,0,28,44.566667,CAT 200,BS110
K246440,0,20,39.7,CAT 200,BS110
K246450,0,35,34.5,CAT 200,BS110
K246460,0,43,13.966667,CAT 200,BS110
K246470,0,29,42,CAT 200,BS110
K246480,0,28,41.533333,CAT 200,BS110
K246490,0,38,16.9,CAT 200,BS110
K246500,0,54,47.166667,CAT 200,BS110
K246510,0,12,18.066667,CAT 200,BS110
K246520,0,19,40.5,CAT 200,BS110
K246530,0,31,40.8,CAT 200,BS110
K246540,0,31,35.4,CAT 200,BS110
K246550,0,28,13.366667,CAT 200,BS110
K246560,0,45,29.333333,CAT 200,BS110
K246570,0,60,34.3,CAT 200,BS110
K246580,0,74,58.066667,CAT 200,BS110
K246590,0,27,39.7,CAT 200,BS110
K246600,0,29,16.4,CAT 200,BS110
K246610,0,42,51.6,CAT 200,BS110
K246620,0,43,57.1,CAT 200,BS110
K246630,0,18,50.8,CAT 200,BS110
K246640,0,14,43.533333,CAT 200,BS110
K246650,0,50,55.3,CAT 200,BS110
K246660,0,26,53.533333,CAT 200,BS110
K246670,0,34,48.9,CAT 200,BS110
K246680,0,27,34.333333,CAT 200,BS110
K246690,0,17,32.033333,CAT 200,BS110
K246700,0,12,54.666667,CAT 200,BS110
K246710,0,24,15.9,CAT 200,BS110
K246720,0,14,56.2,CAT 200,BS110
K246730,0,18,28.2,CAT 200,BS110
K246740,0,37,24.933333,CAT 200,BS110
K246750,0,21,34.5,CAT 200,BS110
K246760,0,18,32.7,CAT 200,BS110
K246770,0,52,28.466667,CAT 200,BS110
K246780,0,12,49.566667,CAT 200,BS110
K246790,0,33,23.033333,CAT 200,BS110
K246800,0,39,23,CAT 200,BS110
K246810,0,22,47.6,CAT 200,BS110
K246820,0,23,32.133333,CAT 200,BS110
K246830,0,23,16.9,CAT 200,BS110
K246840,0,27,11.566667,CAT 200,BS110
K246850,0,17,42.9,CAT 200,BS110
K246860,0,16,48.333333,CAT 200,BS110
K246870,0,14,30.6,CAT 200,BS110
K246880,0,20,34.4,CAT 200,BS110
K246890,0,18,54.933333,CAT 200,BS110
K246900,0,23,39.066667,CAT 200,BS110
K246910,0,36,17.6,CAT 200,BS110
K246920,0,21,27.366667,CAT 200,BS110
K246930,0,26,30.066667,CAT 200,BS110
K246940,0,28,32.566667,CAT 200,BS110
K246950,0,30,25.4,CAT 200,BS110
K246960,0,20,18.833333,CAT 200,BS110
K246970,0,12,22.333333,CAT 200,BS110
K246980,0,33,20.533333,CAT 200,BS110
K246990,0,50,44.433333,CAT 200,BS110
K247010,0,20,31.9,CAT 200,BS110
K247020,0,16,25.666667,CAT 200,BS110
K247030,0,27,21.1,CAT 200,BS110
K247040,0,12,34,CAT 200,BS110
K247050,0,17,29.266667,CAT 200,BS110
K247060,0,48,51.366667,CAT 200,BS110
K247070,0,26,38.166667,CAT 200,BS110
K247080,0,44,15.3,CAT 200,BS110
K247090,0,33,48.5,CAT 200,BS110
K247100,0,33,24.233333,CAT 200,BS110
K247110,0,21,24.533333,CAT 200,BS110
K247120,0,49,52.3,CAT 200,BS110
K247130,0,21,48.633333,CAT 200,BS110
K247140,0,30,28.7,CAT 200,BS110
K247150,0,46,49.6,CAT 200,BS110
K247160,0,25,35.033333,CAT 200,BS110
K247170,0,20,31.5,CAT 200,BS110
K247180,0,34,58.133333,CAT 200,BS110
K247190,0,31,40.466667,CAT 200,BS110
K247200,0,37,12.666667,CAT 200,BS110
K247210,0,50,21.7,CAT 200,BS110
K247220,0,34,42.1,CAT 200,BS110
K247230,0,28,29.5,CAT 200,BS110
K247240,0,42,14.2,CAT 200,BS110
K247250,0,32,31.1,CAT 200,BS110
K247260,0,21,36.1,CAT 200,BS110
K247270,0,27,23.333333,CAT 200,BS110
K247280,0,29,47.166667,CAT 200,BS110
K247290,0,35,38.366667,CAT 200,BS110
K247300,0,46,42.766667,CAT 200,BS110
K247310,0,22,14.1,CAT 200,BS110
K247320,0,40,48.266667,CAT 200,BS110
K247340,0,26,13.933333,CAT 200,BS110
K247350,0,46,48,CAT 200,BS110
K247360,0,36,26.433333,CAT 200,BS110
K247370,0,42,40.533333,CAT 200,BS110
K247380,0,40,17.8,CAT 200,BS110
K247390,0,56,14.833333,CAT 200,BS110
K247400,0,14,22.9,CAT 200,BS110
K247410,0,15,53.6,CAT 200,BS110
K247420,0,40,54.733333,CAT 200,BS110
K247430,0,15,31.2,CAT 200,BS110
K247440,0,32,39.133333,CAT 200,BS110
K247450,0,29,51.3,CAT 200,BS110
K247460,0,39,13.966667,CAT 200,BS110
K247470,0,35,36.533333,CAT 200,BS110
K247480,0,22,38.333333,CAT 200,BS110
K247490,0,38,50.333333,CAT 200,BS110
K247500,0,55,23.3,CAT 200,BS110
K247510,0,35,29.366667,CAT 200,BS110
K247520,0,16,20,CAT 200,BS110
K247530,0,23,53.566667,CAT 200,BS110
K247540,0,28,47.333333,CAT 200,BS110
K247550,0,39,39.133333,CAT 200,BS110
K247560,0,26,27.466667,CAT 200,BS110
K247570,0,54,52.633333,CAT 200,BS110
K247580,0,31,42.733333,CAT 200,BS110
K247590,0,23,48.933333,CAT 200,BS110
K247600,0,46,47.866667,CAT 200,BS110
K247610,0,31,29.066667,CAT 200,BS110
K247620,0,26,51.533333,CAT 200,BS110
K247630,0,13,16.8,CAT 200,BS110
K247640,0,33,47.533333,CAT 200,BS110
K247650,0,61,31.733333,CAT 200,BS110
K247660,0,15,19.6,CAT 200,BS110
K247680,0,46,56.333333,CAT 50,BS110
K247690,0,26,47.7,CAT 50,BS110
K247700,0,23,35.633333,CAT 50,BS110
K247710,0,17,40.1,CAT 50,BS110
K247720,0,14,38.033333,CAT 50,BS110
K247730,0,40,48.033333,CAT 50,BS110
K247740,0,27,26,CAT 50,BS110
K247750,0,17,41.1,CAT 50,BS110
K247760,0,32,48.566667,CAT 50,BS110
K247770,0,54,45.8,CAT 50,BS110
K247780,0,41,41.766667,CAT 50,BS110
K247790,0,23,51.833333,CAT 50,BS110
K247800,0,32,23.533333,CAT 50,BS110
K247820,0,30,35.633333,CAT 50,BS110
K247830,0,26,42.633333,CAT 50,BS110
K247840,0,20,28.933333,CAT 50,BS110
K247850,0,37,42.633333,CAT 50,BS110
K247860,0,25,57.166667,CAT 50,BS110
K247870,0,17,40.533333,CAT 50,BS110
K247880,0,31,26.733333,CAT 50,BS110
K247890,0,25,44.266667,CAT 50,BS110
K247900,0,15,42.233333,CAT 50,BS110
K247910,0,41,48.966667,CAT 50,BS110
K247920,0,52,40.266667,CAT 50,BS110
K247930,0,12,19.633333,CAT 50,BS110
K247940,0,43,19.566667,CAT 50,BS110
K247950,0,37,47.2,CAT 50,BS110
K247960,0,27,13.766667,Play 100,BS110
K247970,0,27,27.266667,Play 100,BS110
K247980,0,27,51.5,Play 100,BS110
K247990,0,25,23.833333,Play 100,BS110
K248000,0,27,48.8,Play 100,BS110
K248010,0,21,10.433333,Play 100,BS110
K248020,0,40,38.133333,Play 100,BS110
K248030,0,28,27.4,Play 100,BS110
K248040,0,26,10.3,Play 100,BS110
K248050,0,32,57.966667,Play 100,BS110
K248060,0,52,12.266667,Play 100,BS110
K248070,0,55,11.3,Play 100,BS110
K248080,0,28,42.733333,Play 100,BS110
K248090,0,40,20.366667,Play 100,BS110
K248100,0,49,26.733333,Play 100,BS110
K248110,0,16,14,Play 100,BS110
K248120,0,32,56.833333,Play 100,BS110
K248130,0,20,48.9,Play 100,BS110
K248140,0,14,39.933333,Play 100,BS110
K248150,0,34,41.733333,Play 100,BS110
K248160,0,16,42.733333,Play 100,BS110
K248170,0,14,13.3,Play 100,BS110
K248180,0,40,10.7,Play 100,BS110
K248190,0,67,25.466667,Play 100,BS110
K248210,0,29,38.066667,Play 100,BS110
K248220,0,37,26.666667,Play 100,BS110
K248230,0,25,35.2,Play 100,BS110
K248240,0,56,35.666667,Play 100,BS110
K248250,0,27,55.833333,Play 100,BS110
K248260,0,21,18.666667,Play 100,BS110
K248270,0,39,35.333333,Play 100,BS110
K248280,0,31,19.566667,Play 100,BS110
K248290,0,31,12.433333,Play 100,BS110
K248300,0,33,25.9,Play 100,BS110
K248310,0,27,9.633333,Play 100,BS110
K248320,0,17,12,Play 100,BS110
K248330,0,43,11.2,Play 100,BS110
K248340,0,15,49.033333,Play 100,BS110
K248350,0,41,11.966667,Play 100,BS110
K248360,0,21,44.033333,Play 100,BS110
K248370,0,33,22,Play 100,BS110
K248380,0,39,48.2,Play 100,BS110
K248390,0,16,40.466667,Play 100,BS110
K248400,0,19,18,Play 100,BS110
K248410,0,15,26.566667,Play 100,BS110
K248430,0,24,42.2,Play 100,BS110
K248440,0,38,33.6,Play 100,BS110
K248450,0,15,49.7,Play 100,BS110
K248460,0,16,18.933333,Play 100,BS110
K248470,0,26,56.266667,Play 100,BS110
K248480,0,33,35.766667,Play 100,BS110
K248490,0,23,13.5,Play 100,BS110
K248500,0,15,54.033333,Play 100,BS110
K248510,0,35,43.966667,Play 100,BS110
K248520,0,17,29.366667,Play 100,BS110
K248530,0,20,26.466667,Play 100,BS110
K248540,0,34,27.5,Play 100,BS110
K248550,0,26,24.866667,Play 100,BS110
K248560,0,32,10.533333,Play 100,BS110
K248570,0,35,57.433333,Play 100,BS110
K248580,0,49,55.1,Play 100,BS110
K248590,0,24,14.2,Play 100,BS110
K248600,0,29,9.766667,Play 100,BS110
K248610,0,39,27.533333,Play 100,BS110
K248620,0,27,54.1,Play 100,BS110
K248630,0,33,34.5,Play 100,BS110
K248640,0,31,25.533333,Play 100,BS110
K248650,0,15,33.133333,Play 100,BS110
K248660,0,63,11.8,Play 100,BS110
K248680,0,41,54.766667,Play 100,BS110
K248690,0,20,18.433333,Play 100,BS110
K248700,0,40,51.766667,Play 100,BS110
K248710,0,51,10.966667,Play 100,BS110
K248720,0,22,51.133333,Play 100,BS110
K248730,0,34,28.5,Play 100,BS110
K248740,0,26,48.6,Play 100,BS110
K248750,0,31,54.366667,Play 100,BS110
K248760,0,44,45.933333,Play 100,BS110
K248770,0,32,16.566667,Play 100,BS110
K248780,0,52,20.933333,Play 100,BS110
K248790,0,61,22.9,Play 100,BS110
K248800,0,28,18.533333,Play 100,BS110
K248810,0,28,22.8,Play 100,BS110
K248820,0,35,16.133333,Play 100,BS110
K248830,0,13,13.966667,Play 100,BS110
K248840,0,31,24.333333,Play 100,BS110
K248850,0,24,25.633333,Play 100,BS110
K248860,0,40,38.433333,Play 100,BS110
K248870,0,51,14.533333,Play 100,BS110
K248880,0,25,27.433333,Play 300,BS110
K248890,0,22,44.166667,Play 300,BS110
K248900,0,14,32.333333,Play 300,BS110
K248910,0,32,40.633333,Play 300,BS110
K248920,0,47,53.7,Play 300,BS110
K248930,0,31,26.5,Play 300,BS110
K248940,0,12,13.233333,Play 300,BS110
K248950,0,19,23.433333,Play 300,BS110
K248960,0,29,31.266667,Play 300,BS110
K248970,0,35,11.266667,Play 300,BS110
K248980,0,17,47,Play 300,BS110
K248990,0,23,42.8,Play 300,BS110
K249000,0,26,42.766667,Play 300,BS110
K249010,0,28,36.633333,Play 300,BS110
K249020,0,38,43.6,Play 300,BS110
K249030,0,14,23.333333,Play 300,BS110
K249040,0,22,12.233333,Play 300,BS110
K249050,0,22,49.5,Play 300,BS110
K249060,0,28,20.9,Play 300,BS110
K249070,0,29,24.366667,Play 300,BS110
K249080,0,23,41.5,Play 300,BS110
K249090,0,27,14.4,Play 300,BS110
K249100,0,27,34.733333,Play 300,BS110
K249110,0,17,28.4,Play 300,BS110
K249120,0,22,22.1,Play 300,BS110
K249130,0,44,49.933333,Play 300,BS110
K249140,0,55,36.833333,Play 300,BS110
K249150,0,33,11.566667,Play 300,BS110
K249160,0,20,34.566667,Play 300,BS110
K249170,0,35,17.966667,Play 300,BS110
K249180,0,24,43.633333,Play 300,BS110
K249190,0,27,23.933333,Play 300,BS110
K249200,0,17,43.133333,Play 300,BS110
K249210,0,31,51.5,Play 300,BS110
K249220,0,25,42.3,Play 300,BS110
K249230,0,24,20.066667,Play 300,BS110
K249240,0,46,20.4,Play 300,BS110
K249250,0,29,52.5,Play 300,BS110
K249260,0,16,22.4,Play 300,BS110
K249270,0,56,31.933333,Play 300,BS110
K249280,0,22,56.666667,Play 300,BS110
K249290,0,15,25.333333,Play 300,BS110
K249300,0,47,11,Play 300,BS110
K249310,0,56,9.666667,Play 300,BS110
K249320,0,36,16.833333,Play 300,BS110
K249340,0,20,16.933333,Play 300,BS110
K249350,0,54,37.133333,Play 300,BS110
K249500,1,55,20.033333,CAT 100,BS110
K249800,1,23,44.733333,CAT 100,BS110
K250000,1,27,23.933333,CAT 100,BS110
K250020,1,16,46.4,CAT 100,BS110
K250090,1,44,13.833333,CAT 100,BS110
K250180,1,25,25.866667,CAT 100,BS110
K250190,1,22,42.733333,CAT 100,BS110
K250260,1,43,48.3,CAT 100,BS110
K250420,1,39,26.2,CAT 200,BS110
K250430,1,31,45.233333,CAT 200,BS110
K250460,1,31,12.8,CAT 200,BS110
K250470,1,25,51.6,CAT 200,BS110
K250590,1,57,42.8,CAT 200,BS110
K250610,1,18,30.033333,CAT 200,BS110
K250620,1,13,42.633333,CAT 200,BS110
K250660,1,18,53.8,CAT 200,BS110
K250700,1,59,30.5,CAT 200,BS110
K250720,1,17,44.033333,CAT 200,BS110
K250780,1,21,53.366667,CAT 200,BS110
K250800,1,39,21.233333,CAT 200,BS110
K250840,1,50,48.333333,CAT 200,BS110
K250870,1,34,14.5,CAT 200,BS110
K250890,1,46,16.533333,CAT 200,BS110
K250910,1,21,31.533333,CAT 200,BS110
K250940,1,23,14.133333,CAT 200,BS110
K250950,1,18,53.366667,CAT 200,BS110
K250970,1,51,19.5,CAT 200,BS110
K251000,1,12,11.033333,CAT 200,BS110
K251170,1,19,10.133333,CAT 200,BS110
K251260,1,37,9.633333,CAT 200,BS110
K251310,1,21,15.133333,CAT 200,BS110
K251320,1,15,41.6,CAT 200,BS110
K251340,1,34,14.3,CAT 200,BS110
K251380,1,32,17,CAT 200,BS110
K251540,1,35,55,CAT 200,BS110
K251550,1,44,14.966667,CAT 200,BS110
K251670,1,14,48.466667,CAT 200,BS110
K251680,1,42,50.433333,CAT 200,BS110
K251740,1,36,12.433333,CAT 200,BS110
K251780,1,54,20.666667,CAT 200,BS110
K251840,1,31,29.833333,CAT 200,BS110
K251940,1,19,53.333333,CAT 50,BS110
K252110,1,24,20.133333,CAT 50,BS110
K252130,1,12,57.6,CAT 50,BS110
K252190,1,16,20.366667,CAT 50,BS110
K252220,1,22,34.966667,CAT 50,BS110
K252230,1,47,34.6,CAT 50,BS110
K252320,1,13,38.866667,Play 100,BS110
K252360,1,17,15.466667,Play 100,BS110
K252370,1,13,53.066667,Play 100,BS110
K252400,1,42,48.766667,Play 100,BS110
K252510,1,18,53.6,Play 100,BS110
K252520,1,31,39.866667,Play 100,BS110
K252590,1,20,24.433333,Play 100,BS110
K252600,1,38,52.866667,Play 100,BS110
K252650,1,47,44.833333,Play 100,BS110
K252940,1,14,28.933333,Play 100,BS110
K252970,1,27,11.666667,Play 100,BS110
K253070,1,32,32.5,Play 100,BS110
K253100,1,13,58.2,Play 300,BS110
K253240,1,23,45.633333,Play 300,BS110
K253300,1,32,37.333333,Play 300,BS110
K253350,1,60,26.5,Play 300,BS110
K253360,1,38,42.5,Play 300,BS110
K253430,1,27,38.533333,Play 300,BS110
K253470,1,41,49.166667,Play 300,BS110
K253610,0,16,43.466667,CAT 100,BS210
K253630,1,30,33.2,CAT 100,S80
K253740,1,56,15.033333,CAT 100,BS210
K253810,1,18,18.366667,CAT 100,S80
K253840,0,19,43.7,CAT 100,BS210
K253860,1,53,10.133333,CAT 100,S80
K253900,0,16,22.6,CAT 100,BS210
K253910,1,24,26.6,CAT 100,BS210
K253980,0,29,17.566667,CAT 100,BS210
K254010,1,57,54.1,CAT 100,S80
K254070,0,14,51.433333,CAT 100,S80
K254100,0,56,52.566667,CAT 100,S80
K254140,1,36,23.333333,CAT 100,BS210
K254150,1,38,48.033333,CAT 100,S80
K254160,1,32,18.333333,CAT 100,S80
K254190,0,16,54.666667,CAT 100,BS210
K254280,0,41,19.766667,CAT 100,S80
K254340,1,12,20.033333,CAT 100,S80
K254470,0,17,11.866667,CAT 100,S80
K254480,1,30,24.966667,CAT 100,S80
K254530,1,39,49.933333,CAT 100,S80
K254680,1,40,33.533333,CAT 100,S80
K254720,1,45,43.166667,CAT 100,BS210
K254740,1,19,12.966667,CAT 100,S80
K254780,1,26,21.066667,CAT 100,BS210
K254800,0,22,41.633333,CAT 100,BS210
K254930,0,32,52.866667,CAT 100,S80
K255010,1,29,19,CAT 100,BS210
K255070,1,24,47.733333,CAT 100,S80
K255090,1,27,29.333333,CAT 100,BS210
K255220,1,43,45.566667,CAT 100,BS210
K255250,1,37,35.666667,CAT 100,S80
K255330,0,13,16.1,CAT 100,BS210
K255510,1,24,37.866667,CAT 100,S80
K255530,1,25,16.366667,CAT 100,S80
K255580,1,20,14.6,CAT 100,BS210
K255590,1,33,54,CAT 100,BS210
K255620,1,18,35.166667,CAT 100,BS210
K255710,0,26,10.966667,CAT 100,S80
K255850,0,37,33.466667,CAT 100,BS210
K255870,0,33,45.5,CAT 100,BS210
K255910,0,37,25.3,CAT 100,S80
K255920,0,50,32.966667,CAT 100,S80
K255940,1,15,38.133333,CAT 100,BS210
K255980,1,46,16.433333,CAT 100,BS210
K256000,1,27,10.766667,CAT 100,S80
K256040,0,13,53.433333,CAT 100,S80
K256050,1,41,31.533333,CAT 100,BS210
K256120,0,30,47.966667,CAT 100,BS210
K256150,0,12,34.5,CAT 100,S80
K256170,0,18,21.566667,CAT 100,BS210
K256180,0,30,52.866667,CAT 100,BS210
K256250,0,54,15.933333,CAT 100,S80
K256260,1,33,21.333333,CAT 100,S80
K256400,0,48,50.633333,CAT 100,BS210
K256410,0,22,16.166667,CAT 100,BS210
K256440,1,23,55.6,CAT 100,BS210
K256560,1,29,31.866667,CAT 100,BS210
K256630,1,20,58,CAT 100,BS210
K256670,0,37,10.933333,CAT 100,S80
K256740,1,14,29.066667,CAT 100,S80
K256820,1,12,11.133333,CAT 100,S80
K256890,0,16,39.066667,CAT 100,BS210
K257170,0,32,30.7,CAT 100,BS210
K257200,1,62,27.366667,CAT 100,BS210
K257250,1,28,43.7,CAT 100,S80
K257300,1,46,43,CAT 100,BS210
K257310,1,16,41.966667,CAT 100,S80
K257330,1,31,27.233333,CAT 100,S80
K257360,1,17,13,CAT 100,S80
K257420,0,29,35.4,CAT 100,S80
K257430,0,49,39.466667,CAT 100,BS210
K257590,0,14,29.5,CAT 100,BS210
K257610,1,31,33.266667,CAT 100,S80
K257650,0,49,42.666667,CAT 100,BS210
K257740,0,36,54.7,CAT 100,S80
K257860,0,21,40.4,CAT 100,S80
K258000,0,21,20.1,CAT 100,S80
K258040,1,25,34.4,CAT 100,BS210
K258070,1,41,27.8,CAT 100,S80
K258100,1,12,33.333333,CAT 100,BS210
K258160,1,17,42.6,CAT 100,S80
K258180,0,24,33.2,CAT 100,BS210
K258200,1,23,31.433333,CAT 100,BS210
K258280,1,24,20.833333,CAT 100,S80
K258310,1,40,39.266667,CAT 100,BS210
K258510,1,35,23.033333,CAT 100,BS210
K258530,0,23,57.633333,CAT 100,BS210
K258570,1,35,30.4,CAT 50,BS210
K258610,1,12,54,CAT 50,BS210
K258650,1,38,46.866667,CAT 50,S80
K258660,0,51,32.033333,CAT 50,BS210
K258690,1,24,33.833333,CAT 50,S80
K258710,0,43,44.266667,CAT 50,S80
K258730,1,18,24.866667,CAT 50,S80
K258800,0,18,49.8,CAT 50,S80
K258910,1,37,21.233333,CAT 50,BS210
K258940,1,47,27.133333,CAT 50,S80
K259020,0,18,27.733333,CAT 50,S80
K259030,1,16,44.8,CAT 50,S80
K259080,1,26,13.9,CAT 50,BS210
K259090,1,42,54.133333,CAT 50,S80
K259140,1,50,25.1,CAT 50,S80
K259150,0,37,21.566667,CAT 50,BS210
K259210,1,14,50.466667,CAT 50,BS210
K259240,0,29,12.4,CAT 50,S80
K259320,1,25,44.033333,CAT 50,BS210
K259400,0,33,41.166667,CAT 50,S80
K259420,1,29,36.3,CAT 50,BS210
K259430,0,18,54.366667,CAT 50,BS210
K259460,0,33,55.966667,CAT 50,BS210
K259590,1,19,28.2,CAT 50,BS210
K259600,1,18,28.6,CAT 50,BS210
K259680,0,41,50.733333,CAT 50,BS210
K259690,0,19,36.866667,CAT 50,BS210
K259780,0,24,51.133333,CAT 50,BS210
K259870,0,58,44.833333,Play 100,BS210
K259890,1,47,24.833333,Play 100,BS210
K260000,1,41,29.533333,Play 100,BS210
K260020,1,19,45.866667,Play 100,S80
K260040,0,48,40.766667,Play 100,BS210
K260060,0,16,25.2,Play 100,BS210
K260070,0,38,55.7,Play 100,BS210
K260080,0,32,29.533333,Play 100,BS210
K260110,0,19,37.066667,Play 100,BS210
K260140,1,49,10.933333,Play 100,S80
K260160,1,26,39.333333,Play 100,S80
K260300,1,39,52.366667,Play 100,BS210
K260330,0,25,54.5,Play 100,BS210
K260360,0,28,40.7,Play 100,BS210
K260410,1,44,13.6,Play 100,BS210
K260430,0,13,38.333333,Play 100,BS210
K260500,0,46,23.866667,Play 100,BS210
K260610,1,13,56.5,Play 100,S80
K260650,1,49,44,Play 100,S80
K260660,0,50,34.566667,Play 100,BS210
K260670,1,66,12.966667,Play 100,BS210
K260680,0,27,44.966667,Play 100,BS210
K260690,1,13,11.466667,Play 100,S80
K260700,0,45,11.266667,Play 100,S80
K260710,1,19,49,Play 100,BS210
K260720,1,26,13,Play 100,S80
K260730,1,17,19.5,Play 100,S80
K260740,0,24,45.2,Play 100,BS210
K260750,0,30,14,Play 100,BS210
K260760,0,13,32.666667,Play 100,BS210
K260770,1,31,35.8,Play 100,BS210
K260780,1,14,14.6,Play 100,S80
K260790,1,51,17.766667,Play 100,S80
K260800,1,20,42.266667,Play 100,BS210
K260810,0,20,15.333333,Play 100,BS210
K260820,1,51,49.766667,Play 100,BS210
K260830,0,56,19.733333,Play 100,S80
K260840,1,27,36.466667,Play 100,BS210
K260850,0,25,20.3,Play 100,BS210
K260860,1,34,13.2,Play 100,BS210
K260870,1,26,37.033333,Play 100,BS210
K260880,0,29,28.466667,Play 100,BS210
K260890,1,22,58.2,Play 100,S80
K260900,1,23,30.833333,Play 100,S80
K260910,1,22,18.866667,Play 100,BS210
K260920,1,35,32.266667,Play 100,BS210
K260940,1,15,50.833333,Play 100,BS210
K260950,1,28,51.433333,Play 100,S80
